Item_Identifier,Item_Weight,Item_Type,Item_MRP,Fat_Content,Outlet_Type,Item_Outlet_Sales
FDN12,15.6,6,112.3544,2,1,2572.6512
FDD58,7.76,7,98.77,,1,1298.31
FDM04,9.195,8,51.1666,2,1,1179.1318
FDA23,9.8,6,102.8016,1,1,1922.8304
FDW28,18.25,8,197.2452,,4,195.7452
FDA45,21.25,7,177.337,1,2,2822.992
NCO26,7.235,5,117.3492,,1,1506.0396
FDV26,20.25,1,197.0794,3,1,4681.9056
FDC50,,11,93.8094,1,3,3237.1196
NCV05,,13,154.3656,1,3,2471.4496
FDW48,18,6,80.2618,1,2,644.4944
FDS55,7.02,4,148.4734,2,1,3563.3616
FDX32,15.1,4,144.0786,,1,2600.6148
FDC53,8.68,8,100.0384,3,1,2266.3832
FDG35,21.2,15,175.7738,1,2,1911.5118
NCC30,16.6,5,176.6344,,4,356.8688
NCZ17,12.15,13,37.3506,,1,645.1602
FDZ56,16.25,4,169.9474,1,1,2863.6058
NCS05,11.5,13,133.2942,2,1,2649.884
DRC25,,2,87.3882,1,3,1374.2112
FDW59,13.15,12,83.5566,3,1,1268.349
FDB36,5.465,6,132.1626,,1,1573.9512
FDT37,14.15,11,253.7014,,1,5865.0322
FDG47,12.8,15,261.9252,3,1,4984.1788
FDM45,8.655,7,119.3756,,1,1454.1072
FDQ40,,8,176.8712,1,3,3691.1952
FDF34,9.3,7,199.1084,1,1,396.8168
FDP24,20.6,6,120.8756,,1,1211.756
FDT55,,4,155.8946,3,4,473.3838
FDH60,19.7,6,197.011,3,1,3338.987
FDF57,14.5,4,169.6448,3,1,2045.3376
NCX29,10,13,147.7102,3,1,437.4306
FDD34,7.945,7,161.821,2,1,2446.815
FDQ15,20.35,3,81.7276,1,1,2030.69
FDL12,15.85,6,60.222,3,1,539.298
FDS22,16.85,7,44.8428,2,1,703.0848
NCM29,11.5,13,132.9626,1,2,1442.7886
FDO24,11.1,6,156.4604,1,1,2376.906
NCJ43,6.635,5,174.9396,3,1,1744.396
FDA37,7.81,11,123.1046,3,1,871.5322
NCM07,9.395,14,85.1908,1,2,1342.2528
FDT49,7,11,108.228,3,1,1171.808
FDP23,6.71,12,217.5166,3,1,4572.0486
DRF51,15.75,1,38.0506,1,2,265.6542
NCZ41,19.85,13,123.7704,,1,2503.408
DRJ11,9.5,10,189.2872,1,1,6050.7904
FDP37,15.6,9,127.5994,,1,2441.4886
FDT60,,6,123.8388,3,4,123.8388
FDA09,13.35,7,178.666,3,1,1797.66
FDJ46,11.1,7,174.2054,3,1,1926.1594
FDO48,15,6,219.7456,2,1,3094.6384
FDS59,14.8,12,109.057,1,2,1428.141
FDH44,19.1,4,145.7418,3,1,882.8508
NCM05,6.825,13,264.3226,3,1,4229.1616
NCU06,,5,228.001,3,4,1148.505
FDV13,17.35,11,88.0856,1,1,1318.284
FDA23,9.8,6,102.4016,2,1,1720.4272
FDJ60,19.35,6,164.1184,,1,2807.0128
FDN13,18.6,9,98.9358,1,1,1508.037
DRF49,7.27,2,114.4518,3,1,1366.2216
FDK20,12.6,4,122.0072,1,2,1470.0864
FDB27,,1,196.7768,1,3,5912.304
NCS18,12.65,5,108.6938,3,1,1393.5194
FDZ49,,11,220.3798,1,3,5289.1152
FDN32,17.5,4,184.7266,3,1,2213.1192
FDO37,8.06,9,229.7326,1,1,6930.978
NCD31,12.1,5,165.5526,1,2,3453.5046
NCV30,,5,62.351,1,3,2150.534
FDY49,17.2,11,166.6184,1,1,1155.8288
FDM10,,7,215.1218,1,3,3205.827
FDT11,5.94,12,186.7556,3,1,3942.8676
FDD39,16.7,1,217.885,2,1,3894.93
NCL31,7.39,14,141.547,3,1,2290.352
FDZ47,20.7,6,100.1042,3,1,892.8378
NCU18,,5,142.4496,3,4,564.5984
FDJ58,,7,172.2764,1,3,1545.9876
FDX12,18.2,6,241.4196,,4,482.0392
FDV60,20.2,6,195.211,1,2,2356.932
NCB19,,5,84.5882,1,3,2061.3168
FDH45,,4,42.3796,3,4,123.8388
FDB03,17.75,1,240.7538,2,1,4566.7222
FDI27,8.71,1,43.5744,,1,498.0184
FDN22,18.85,7,251.7724,,1,3020.0688
FDQ37,20.75,9,192.0478,3,1,4649.9472
FDM02,12.5,11,85.6198,3,1,610.5386
FDW38,5.325,1,53.7298,3,1,862.8768
FDP34,,7,156.463,3,4,312.926
FDY55,16.75,4,255.3988,3,1,4625.9784
FDL34,16,7,141.2496,2,1,3387.5904
FDA09,13.35,7,179.766,1,2,5932.278
FDM51,11.8,3,99.8674,,1,1018.674
FDI34,10.65,7,231.4668,1,2,3225.1352
NCD31,12.1,5,165.8526,,1,3124.5994
FDW33,9.395,7,105.828,3,1,1704.448
NCP05,19.6,13,152.0024,3,1,2884.2456
FDL56,14.1,4,86.9198,2,1,1133.8574
FDN01,,9,177.937,1,3,6881.043
FDA25,16.5,11,104.799,,1,1238.388
FDF08,14.3,4,88.2856,,4,175.7712
FDH08,7.51,4,227.901,3,1,459.402
DRH03,17.25,1,93.412,1,1,932.12
FDQ31,5.785,4,87.0856,1,2,1406.1696
FDO10,13.65,7,55.5588,,1,916.1408
FDT39,6.26,3,149.8366,1,1,1964.7758
FDM22,,7,53.464,1,3,1597.92
FDR21,19.7,7,174.937,,4,882.185
FDQ01,19.7,11,255.2014,,1,3570.0196
FDZ03,13.65,1,186.724,1,1,4474.176
NCK05,20.1,13,63.0536,1,2,980.0576
FDW55,12.6,4,250.9092,2,1,4731.1748
FDF47,20.85,15,222.8746,1,1,3589.9936
DRO59,,10,77.9012,3,4,75.9012
NCM55,15.6,14,185.8924,3,1,3516.7556
FDY31,5.98,4,146.8418,,1,1765.7016
FDJ57,,16,184.3582,3,4,185.7582
FDV51,16.35,3,165.4842,1,2,1492.0578
DRG36,14.15,2,170.5106,3,1,2395.5484
DRF13,12.1,2,145.1444,2,1,3338.3212
NCJ54,9.895,5,233.0642,,1,6041.4692
NCP42,8.51,5,195.6478,1,1,4262.4516
NCF30,17,5,126.7362,3,1,1258.362
FDY44,,4,194.711,1,3,5892.33
FDX09,9,7,175.437,1,1,3175.866
NCU30,5.11,5,163.221,,1,2773.057
FDU49,19.5,11,85.554,1,1,1211.756
FDC48,9.195,6,84.1592,,1,1238.388
FDJ21,16.7,7,147.5102,2,1,5540.7876
NCX41,19,13,210.8244,1,1,2540.6928
FDT36,12.3,6,35.0874,3,1,458.7362
FDK28,,8,256.1646,1,3,3349.6398
DRI49,14.15,2,82.0276,3,1,1624.552
NCM54,,5,128.9678,3,4,254.3356
FDD48,10.395,6,116.3176,1,2,1259.6936
NCF30,17,5,125.1362,,4,251.6724
FDX03,15.85,3,47.1744,1,1,996.0368
FDZ33,10.195,7,149.8076,2,1,2217.114
FDB39,,1,57.4272,3,4,111.8544
DRM11,6.57,10,261.4278,1,2,4165.2448
DRE48,8.43,2,195.3768,,1,1576.6144
NCL31,7.39,14,142.247,,1,2433.499
FDB11,16,15,224.1404,,1,4725.8484
FDX14,13.1,1,76.0354,1,1,601.8832
NCM29,,13,129.9626,1,3,3410.2276
FDH47,13.5,15,95.2068,,1,583.2408
FDG09,20.6,4,185.8556,2,1,1689.8004
FDP25,15.2,11,216.9824,1,1,4804.4128
FDY27,,1,179.1344,1,3,1605.9096
DRM59,5.88,10,154.1998,,1,3537.3954
DRI03,6.03,1,178.1028,1,2,1416.8224
FDY03,,3,112.6202,3,4,675.1212
NCV17,18.85,13,130.2626,1,1,3016.7398
NCJ17,7.68,13,85.5224,2,1,1278.336
NCP54,15.35,5,124.673,,1,2093.941
FDZ15,13.1,1,119.2782,1,1,3098.6332
NCR05,10.1,13,198.6084,1,2,2182.4924
FDX03,,3,44.7744,3,4,135.8232
FDQ12,12.65,6,231.401,,1,2526.711
FDC21,14.6,4,109.8254,2,1,1627.881
FDQ40,11.1,8,176.0712,1,2,1581.9408
FDI07,,3,197.2426,1,3,3163.8816
FDQ25,8.63,11,172.5422,1,1,2241.7486
NCK18,9.6,5,163.9184,3,1,4293.0784
DRI25,19.6,2,55.6614,,4,165.7842
DRA24,19.35,2,165.0868,1,1,982.7208
FDA32,14,4,214.7192,,1,3020.0688
FDE59,12.15,15,34.3532,1,2,251.6724
FDY59,8.195,6,93.8462,3,1,647.8234
FDQ20,8.325,4,41.6138,,1,284.2966
FDB21,7.475,4,241.6854,1,2,6042.135
FDB41,,8,45.2718,3,4,47.2718
DRG11,6.385,10,109.8596,2,1,3235.788
FDV10,,7,41.0112,3,4,42.6112
FDI41,18.5,8,148.3418,2,1,1765.7016
FDN10,11.5,7,118.9124,,1,1540.6612
NCM17,7.93,13,45.9086,1,2,1070.6064
DRG37,,2,154.3972,3,4,311.5944
FDA21,13.65,7,183.7924,,1,2591.2936
FDM27,12.35,3,157.9946,2,1,3313.6866
FDA32,14,4,216.0192,1,1,2588.6304
NCZ53,9.6,13,189.2214,1,1,3956.8494
FDW40,14,8,143.2812,3,1,3277.0676
FDS52,8.89,8,100.5016,3,1,1315.6208
FDM58,16.85,7,109.8544,,4,223.7088
NCE54,,5,75.5354,3,4,150.4708
FDS11,7.05,12,225.3088,3,1,5816.4288
FDL20,17.1,4,111.6886,1,1,1556.6404
FDX13,,11,249.1092,1,3,8217.3036
FDR21,19.7,7,174.437,2,1,1587.933
FDV28,16.1,8,33.6558,1,2,203.7348
FDZ51,11.3,3,96.9094,,1,952.094
FDD46,6.035,7,153.1998,,1,1537.998
FDE23,17.6,15,46.706,1,2,699.09
NCF55,6.675,5,34.9874,,1,247.0118
FDU12,15.5,6,262.9568,2,1,1845.5976
FDZ22,9.395,7,85.025,1,1,2080.625
FDI44,16.1,4,78.4328,2,1,1158.492
FDH50,15,11,185.9266,,1,4610.665
FDE57,9.6,4,142.9154,1,1,3261.7542
DRJ51,14.1,1,228.5668,2,1,1151.834
FDX52,11.5,8,192.682,,1,3861.64
DRN47,12.1,10,178.366,,1,4314.384
FDT21,7.42,7,249.0092,1,1,2988.1104
FDY21,15.1,7,196.511,,1,4713.864
FDG21,,16,151.005,3,4,149.805
FDS58,9.285,7,161.1578,3,1,4011.445
FDA26,7.855,1,220.1482,1,2,4600.0122
FDY16,,8,182.5266,1,3,6454.931
FDF20,12.85,4,196.6768,3,1,2759.0752
FDI15,13.8,1,263.7884,2,1,5564.7564
FDC47,15,7,226.5694,,4,913.4776
FDL08,10.8,4,246.8144,3,1,2450.144
FDF08,14.3,4,88.4856,2,1,1406.1696
FDN03,9.8,3,250.1408,3,1,4005.4528
FDG34,11.5,7,106.6254,,1,325.5762
FDA56,9.21,4,119.8414,,1,1340.2554
NCI17,,13,95.141,1,3,2510.066
NCO17,10,13,118.344,1,1,1797.66
FDK55,18.5,3,87.7172,,1,802.9548
FDD10,20.6,7,177.4344,,1,1962.7784
NCH18,9.3,5,245.4802,2,1,3193.8426
NCA53,11.395,13,48.8034,,1,777.6544
DRJ24,11.8,2,184.3924,,4,370.1848
DRN35,8.01,10,37.9532,2,1,826.9236
FDC47,15,7,229.3694,1,2,5024.1268
FDN48,13.35,6,93.4804,1,2,1102.5648
FDR27,,3,130.7942,1,3,3047.3666
FDS33,,7,86.8514,3,4,354.2056
DRL11,10.5,10,157.0946,3,1,2209.1244
FDQ21,21.25,7,120.4756,,1,1938.8096
FDY37,17,11,142.047,3,1,3149.234
FDS35,9.3,12,63.1826,2,1,2002.0606
DRD60,15.7,2,183.1634,3,1,5634.6654
DRP47,15.75,10,252.8382,3,1,6308.455
NCY41,,13,35.2532,1,3,970.7364
FDR59,14.5,12,263.1594,1,1,2616.594
FDM36,,6,172.6422,3,4,344.8844
NCI42,,5,208.4954,1,3,3751.1172
FDA31,7.1,4,173.808,,1,1211.756
FDY33,14.5,7,159.3262,3,1,2864.2716
FDV40,17.35,8,73.1038,,1,886.8456
NCW17,18,13,128.6994,1,2,2441.4886
FDN38,6.615,11,248.6408,2,1,3504.7712
FDQ11,,12,256.3988,3,4,256.9988
FDG34,11.5,7,107.5254,,1,325.5762
NCN14,19.1,14,183.7608,1,1,4777.7808
FDY46,,7,188.3898,1,3,5238.5144
FDS11,7.05,12,222.1088,,1,4026.7584
NCA53,,13,47.1034,3,4,145.8102
NCN30,16.35,5,98.141,,4,386.164
FDW32,18.35,4,84.3882,3,1,1116.5466
NCR42,9.105,5,33.39,,4,33.29
FDU33,7.63,7,47.0402,3,1,1470.0864
FDN15,,3,140.318,3,4,139.818
FDD51,,1,44.2744,3,4,90.5488
FDF14,7.55,11,152.934,,1,2450.144
NCN19,,14,189.553,3,4,379.506
NCO43,5.5,14,100.1016,2,1,2125.2336
FDT19,7.59,4,172.908,1,1,6231.888
DRK12,9.5,2,31.49,2,1,466.06
DRM49,6.11,2,44.4086,,1,1159.8236
FDX43,5.655,4,164.75,,1,1498.05
FDS14,7.285,1,156.5288,3,1,2356.932
NCK07,10.65,14,165.2526,1,1,3946.8624
FDO19,17.7,4,46.8034,,1,923.4646
FDH32,12.8,4,97.141,2,1,2799.689
NCZ41,19.85,13,126.1704,1,2,1877.556
FDL32,15.7,4,111.0544,,4,223.7088
FDC44,15.6,4,114.4518,,1,2390.8878
FDQ59,9.8,12,84.2908,2,1,755.0172
NCO54,19.5,5,57.1614,2,1,331.5684
DRH36,16.2,2,74.0696,3,1,1416.8224
FDY35,17.6,12,44.0402,3,1,597.2226
FDA46,13.6,7,196.2136,,1,1944.136
NCL18,18.85,5,193.1136,3,1,2332.9632
FDL57,15.1,7,258.8304,1,1,5424.9384
NCP50,17.35,14,79.2618,1,2,966.7416
FDZ25,,11,169.879,3,4,339.558
FDH24,20.7,6,157.0288,3,1,2199.8032
FDQ26,13.5,1,60.9562,,1,533.3058
NCK17,,13,40.348,3,4,79.896
FDO46,,7,187.3872,1,3,2836.308
FDW50,13.1,1,168.1158,3,1,2005.3896
FDD29,12.15,8,254.7698,1,1,5073.396
FDU26,,1,120.1782,3,4,357.5346
FDX04,,8,46.2376,1,3,814.9392
FDH31,,3,98.1042,1,3,2777.7176
FDJ45,,16,34.2216,3,4,173.108
FDX55,15.1,4,216.1166,3,1,5007.4818
FDR02,16.7,1,110.5886,3,1,1556.6404
NCP55,14.65,14,55.6614,,1,1049.9666
FDT28,13.3,8,151.8708,,1,1655.1788
NCJ06,20.1,5,118.6782,,1,2502.7422
FDF08,14.3,4,89.8856,1,2,1406.1696
FDT21,7.42,7,249.7092,,1,7719.2852
FDK22,,7,214.885,1,3,4976.855
DRJ11,9.5,10,188.7872,2,1,1701.7848
FDH27,7.075,1,141.8128,,4,143.8128
FDU52,,8,157.063,3,4,312.926
FDK50,7.96,11,160.7894,,1,3235.788
DRJ01,6.135,2,160.5236,,1,2094.6068
FDC21,14.6,4,109.7254,1,2,651.1524
FDX39,14.3,3,212.4586,3,1,3799.0548
NCY54,,5,172.1422,1,3,5000.8238
FDD58,,7,100.67,3,4,399.48
FDW12,8.315,6,147.1444,,1,870.8664
DRE01,10.1,2,241.8512,,4,484.7024
FDT16,9.895,8,262.1278,1,1,3904.917
FDC16,11.5,1,85.054,,1,1731.08
FDK52,18.25,8,226.0062,1,1,1805.6496
FDS23,4.635,12,127.0994,3,1,1927.491
FDI41,18.5,8,145.8418,3,1,5591.3884
FDG33,5.365,16,173.5764,1,2,2061.3168
NCM31,6.095,14,140.3154,1,2,1843.6002
NCY53,,13,110.4544,1,3,4250.4672
FDY55,16.75,4,257.0988,1,1,6424.97
FDQ21,21.25,7,120.8756,,1,1575.2828
NCD18,,5,230.2668,1,3,8062.838
FDV09,12.1,7,148.5734,,1,1336.2606
FDI19,15.1,3,242.2512,,4,484.7024
FDY47,8.6,12,131.531,1,1,2466.789
DRH37,17.6,2,164.2526,1,1,1315.6208
NCL19,15.35,14,144.047,3,1,286.294
DRI11,8.26,10,115.7834,3,1,2073.3012
NCC19,6.57,5,191.482,3,1,5020.132
FDS01,11.6,11,177.0686,1,2,1422.1488
FDX31,20.35,4,232.3958,,1,6076.0908
NCL55,12.15,14,254.904,3,1,4048.064
FDW16,17.35,8,93.7804,2,1,2848.2924
FDT49,7,11,107.728,3,1,2024.032
FDW13,8.5,11,50.5324,2,1,882.8508
NCG30,,5,125.8046,3,4,249.0092
FDC14,14.5,11,42.0454,1,1,377.5086
FDS15,9.195,3,106.4596,,4,215.7192
FDS32,17.75,4,140.3838,1,1,1404.838
FDE09,8.775,4,111.3228,1,1,1436.7964
FDM12,16.7,6,189.6214,,1,2826.321
FDT57,15.2,7,238.2248,1,1,3555.372
FDM32,20.5,4,91.083,3,1,539.298
NCS38,,5,115.2176,1,3,1030.6584
NCW30,5.21,5,257.8962,,1,4402.9354
FDD21,10.3,4,115.7176,,1,1717.764
FDH35,18.25,15,165.9526,1,1,1644.526
NCX17,21.25,13,232.83,,1,1398.18
NCI29,8.6,13,142.9154,3,1,992.7078
FDL24,10.3,6,172.0422,1,1,3966.1706
FDI46,9.5,7,251.9724,3,1,3523.4136
DRQ35,9.3,10,125.4388,3,1,3715.164
FDM04,9.195,8,50.8666,,1,871.5322
NCJ17,7.68,13,84.9224,,1,1619.2256
NCJ18,,5,116.6124,1,3,3199.8348
DRF13,12.1,2,144.4444,,1,3628.61
FDB39,11.6,1,57.7272,3,1,503.3448
FDT52,9.695,8,246.2144,1,2,3675.216
FDT60,12,6,121.9388,3,1,3219.8088
FDM34,19,7,132.9626,3,1,1967.439
FDY27,6.38,1,179.5344,2,1,4103.9912
FDP08,20.5,4,195.5478,,1,3874.956
FDP59,,12,103.1648,1,3,1973.4312
FDQ11,5.695,12,257.4988,1,2,3083.9856
FDV01,19.2,11,153.8314,,4,155.1314
FDX31,20.35,4,234.9958,2,1,5842.395
NCX54,9.195,5,107.7622,,4,105.8622
DRC12,17.85,2,191.6188,3,1,2475.4444
FDU11,,12,120.7098,1,3,3735.8038
NCB30,14.6,5,199.9084,3,1,2380.9008
FDS27,10.195,3,195.411,,1,2749.754
FDX16,17.85,8,148.005,1,2,898.83
NCL53,7.5,13,176.1028,2,1,1948.1308
NCZ30,6.59,5,121.6098,,1,2410.196
FDB15,10.895,1,262.2568,,1,3954.852
FDY51,,3,220.8798,1,3,6170.6344
NCT18,14.6,5,179.6976,,1,5070.7328
FDL32,,4,111.6544,3,4,335.5632
FDK46,9.6,7,258.062,1,2,2856.282
FDI22,,7,211.0612,3,4,418.1224
FDF21,10.3,4,189.053,,1,5313.084
FDR34,17,7,228.4352,,1,8245.2672
FDJ50,8.645,11,50.6982,1,1,736.3748
FDC34,16,7,155.2972,1,1,3583.3356
FDW51,6.155,3,213.456,1,2,2556.672
FDR28,13.85,8,165.121,3,1,2936.178
FDV60,,6,198.011,3,4,392.822
FDI45,13.1,4,173.8054,,1,2801.6864
NCB30,,5,196.5084,3,4,198.4084
DRO59,11.8,10,77.0012,,1,2277.036
FDU12,15.5,6,265.5568,3,1,4482.1656
NCX18,14.15,5,196.911,,4,392.822
NCH30,,5,114.186,1,3,1924.162
FDE11,,15,184.1924,3,4,185.0924
FDE32,20.7,4,39.9506,,1,872.8638
FDP25,15.2,11,216.7824,,4,436.7648
NCM29,11.5,13,132.7626,3,1,2885.5772
FDQ21,21.25,7,120.8756,1,1,1454.1072
FDN24,14.1,6,54.5956,3,1,1037.3164
DRY23,9.395,2,41.3112,,1,255.6672
FDW04,,8,130.531,1,3,5582.733
FDM01,7.895,9,101.1332,1,2,1332.9316
NCW29,14,13,131.331,,1,3635.268
FDG33,5.365,16,172.0764,2,1,2748.4224
FDV51,16.35,3,165.7842,,1,1823.6262
NCQ18,15.75,5,100.37,,1,1298.31
NCL53,7.5,13,177.9028,1,2,1416.8224
FDQ39,14.8,3,189.3846,2,1,4777.115
FDF46,7.07,7,115.8834,,1,1036.6506
NCA06,20.5,5,34.719,1,1,768.999
FDV26,,1,193.0794,3,4,975.397
FDJ04,18,8,119.9124,3,1,948.0992
FDE28,9.5,8,231.8668,,4,230.3668
NCZ29,15,13,125.7362,2,1,3020.0688
FDW43,20.1,4,226.3036,3,1,910.8144
FDZ49,11,11,219.7798,1,1,2644.5576
NCJ05,18.7,13,151.5682,3,1,1982.0866
NCP29,,13,64.2168,1,3,1278.336
FDS16,15.15,8,147.976,1,2,732.38
FDZ45,14.1,7,196.7084,1,1,3174.5344
NCP29,8.42,13,65.4168,,4,127.8336
FDZ58,,7,121.0072,1,3,2940.1728
FDV55,,4,145.1444,1,3,3918.8988
NCV53,8.27,13,237.988,3,1,7190.64
FDV47,,12,84.5566,3,4,253.6698
FDD45,8.615,4,95.4436,1,2,567.2616
FDP26,,1,105.9306,3,4,209.0612
DRD37,9.8,2,45.106,1,1,1398.18
FDT09,,7,131.0284,3,4,131.8284
FDM03,,3,109.1938,1,3,2036.6822
FDW09,13.65,7,78.8302,,1,713.0718
FDX10,6.385,7,37.1874,3,1,247.0118
FDZ60,20.5,6,108.9596,1,1,539.298
FDM58,16.85,7,113.4544,3,1,2908.2144
FDV32,7.785,4,61.851,3,1,1454.773
FDU07,,4,150.4366,3,4,151.1366
FDS51,,3,62.7194,1,3,1857.582
NCT17,10.8,13,190.0214,,1,2449.4782
FDA01,15,11,60.2904,,4,117.1808
FDW25,5.175,11,84.2224,3,1,852.224
FDS01,11.6,11,179.0686,,1,5688.5952
NCV18,6.775,5,84.625,,1,2496.75
FDZ04,9.31,8,61.351,,1,822.263
DRN59,15,10,47.306,,1,652.484
FDD36,13.3,6,119.8124,1,1,1896.1984
FDT56,16,4,59.1246,1,2,753.0198
FDP09,,7,212.1902,3,4,424.7804
FDA33,6.48,7,146.2076,,1,2364.9216
FDH14,,11,142.0838,3,4,280.9676
NCF18,,5,191.5504,1,3,5944.2624
FDF59,12.5,15,128.102,3,1,885.514
FDC29,8.39,8,115.7176,2,1,1374.2112
FDD32,17.7,4,80.8276,,1,1868.2348
FDZ08,12.5,4,80.8592,,4,82.5592
FDT21,,7,248.8092,1,3,6474.2392
FDM33,15.6,7,218.5798,3,1,4407.596
NCK07,10.65,14,166.1526,3,1,2466.789
NCL41,12.35,13,36.2216,1,2,346.216
FDZ36,6.035,6,188.224,3,1,5779.144
FDW51,6.155,3,213.356,1,1,3835.008
FDS47,16.75,12,89.1856,2,1,1581.9408
FDV02,16.75,1,172.4106,,1,2908.8802
NCU18,15.1,5,139.8496,1,2,1270.3464
NCX17,21.25,13,233.03,1,2,5592.72
FDI12,9.395,6,89.6856,3,1,878.856
DRH51,17.6,1,89.3856,2,1,1318.284
NCP30,,5,37.4822,1,3,942.7728
FDG08,13.15,4,172.6764,1,1,2061.3168
FDX35,5.035,12,228.2036,3,1,4781.7756
FDY26,,1,210.5244,1,3,6775.1808
NCM43,,14,162.621,3,4,815.605
NCZ54,,5,160.9552,3,4,162.4552
FDO16,5.48,8,81.925,,1,3079.325
FDR22,19.35,7,112.0544,,4,223.7088
FDJ16,9.195,8,59.5246,,1,810.9444
FDT47,5.26,12,95.7068,1,1,1166.4816
FDZ23,,6,187.124,1,3,3728.48
NCB31,6.235,5,261.691,3,1,3155.892
FDM15,11.8,3,149.9366,3,1,1662.5026
FDX27,20.7,1,92.9436,2,1,2174.5028
NCS54,13.6,5,177.937,1,2,2293.681
NCJ30,5.82,5,169.179,1,1,2037.348
FDD58,7.76,7,98.77,2,1,1697.79
DRJ23,18.35,10,187.6872,,1,2836.308
FDS14,7.285,1,157.4288,,1,2042.6744
FDR27,15.1,3,133.7942,2,1,2384.8956
FDT49,7,11,106.628,1,2,639.168
FDX26,,1,180.4292,1,3,4013.4424
NCW53,18.35,13,193.4162,,1,2116.5782
FDS19,13.8,4,74.3012,,1,1669.8264
DRF15,18.35,1,154.934,3,1,1225.072
DRH01,,2,172.8738,1,3,3649.2498
FDJ12,8.895,6,206.8296,,1,4154.592
NCE42,,5,234.9958,1,3,13086.9648
DRL37,15.5,2,42.377,,1,1211.756
FDJ36,14.5,6,101.4332,,1,1948.1308
NCH18,,5,245.2802,1,3,10072.8882
DRI11,8.26,10,116.0834,1,2,1267.0174
NCO17,10,13,120.944,1,2,2037.348
FDS49,9,11,79.6644,1,2,1571.288
FDX43,5.655,4,165.85,,1,1830.95
NCS17,18.6,13,93.4436,2,1,1701.7848
NCC42,15,13,140.8838,1,1,2247.7408
NCM26,20.5,14,153.434,,1,3981.484
FDU32,8.785,4,119.9414,3,1,1462.0968
FDU19,8.77,4,173.8422,1,2,3448.844
NCM53,18.75,13,108.128,,1,1065.28
FDG32,19.85,4,220.8772,,1,4225.1668
FDF04,17.5,8,259.7304,1,2,3616.6256
NCN55,14.6,14,242.3538,3,1,5287.7836
FDJ34,11.8,7,127.1704,3,1,3004.0896
FDT51,11.65,3,110.8544,,4,111.8544
FDT01,13.65,11,213.7902,3,1,1274.3412
FDV28,,8,34.9558,1,3,1120.5414
FDD02,16.6,11,118.4124,,1,3199.8348
FDW48,18,6,79.0618,,1,1208.427
FDF44,7.17,4,130.3968,1,1,3523.4136
FDY14,10.3,1,264.5226,1,1,3436.1938
FDU59,,12,162.6552,1,3,5685.932
FDQ10,,7,172.0422,3,4,517.3266
FDV21,11.5,7,123.9704,,4,375.5112
FDQ36,7.855,6,37.2848,1,1,745.696
FDH12,,6,107.128,3,4,319.584
FDV40,17.35,8,72.2038,,1,886.8456
NCF07,9,5,101.8016,3,1,1720.4272
FDA08,,4,164.2526,1,3,3946.8624
FDP33,,7,256.3672,3,4,255.6672
FDS27,10.195,3,196.311,3,1,589.233
DRD60,15.7,2,181.7634,2,1,2544.6876
FDM28,15.7,8,177.966,1,1,3415.554
NCU54,8.88,5,210.727,3,1,4194.54
NCX05,15.2,13,114.4492,1,2,579.246
FDX59,10.195,12,33.3558,3,1,848.895
FDE10,6.67,7,133.0626,1,1,1573.9512
FDW16,,8,91.6804,1,3,3858.9768
FDW07,,4,90.5514,1,3,2036.6822
FDG38,8.975,11,84.9224,1,2,1278.336
DRC27,13.8,1,246.2802,1,2,1228.401
FDT43,16.35,4,49.9324,3,1,259.662
FDR44,6.11,4,129.6968,,1,1174.4712
FDP26,7.785,1,105.6306,,1,627.1836
NCE55,,5,178.237,1,3,7939.665
FDU39,18.85,3,60.4562,3,1,1125.8678
FDK27,,3,120.9756,1,3,2787.0388
FDP32,6.65,4,127.2678,3,1,2416.1882
NCW54,7.5,5,59.2588,1,1,916.1408
FDA36,5.985,6,186.5924,2,1,2591.2936
FDU24,6.78,6,95.012,1,1,2050.664
FDX34,6.195,7,122.2098,3,1,1205.098
FDU27,18.6,3,48.8376,2,1,287.6256
FDQ25,8.63,11,174.1422,,4,517.3266
FDY01,11.8,11,117.0834,1,2,1842.9344
FDH27,7.075,1,145.8128,2,1,1725.7536
FDL10,8.395,7,100.1042,,1,1289.6546
FDL15,17.85,3,153.6682,1,2,1829.6184
FDT24,12.35,6,79.2328,,4,154.4656
NCN55,14.6,14,238.3538,,1,2163.1842
FDZ59,,6,164.95,1,3,4161.25
FDM57,11.65,7,82.9908,3,1,1258.362
FDD14,20.7,11,183.8266,1,1,1844.266
FDU19,8.77,4,173.6422,2,1,517.3266
DRJ39,20.25,1,219.3482,,1,8323.8316
FDI04,13.65,8,198.4426,3,1,5536.7928
NCQ54,17.7,5,168.4474,,1,2358.2636
FDW12,8.315,6,144.3444,,1,3483.4656
FDQ32,,4,122.8388,1,3,2972.1312
DRG49,7.81,2,246.1486,,1,5375.6692
FDP58,11.1,7,220.7482,1,1,4380.964
FDD57,18.1,4,96.2094,1,1,952.094
DRG23,8.88,10,153.8682,3,1,1829.6184
NCZ17,12.15,13,39.1506,,1,1480.0734
DRJ11,9.5,10,188.4872,1,2,3592.6568
FDG16,15.25,8,215.1192,,1,2157.192
FDZ51,,3,96.6094,1,3,2189.8162
NCN43,12.15,14,123.773,3,1,3325.671
NCN30,16.35,5,95.741,3,1,965.41
FDP39,,3,52.3324,1,3,1298.31
FDP34,12.85,7,157.663,1,1,2659.871
